query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082079413087490048,1546822810,2019-01-07T01:00:10,LifeNewsHQ,"Today in 2017 LifeNews reported: 

Pro-Abortion Billionaire George Soros Launches Campaign to Topple Pro-Life Laws in Catholic Countries https://buff.ly/2CT42VH

Exactly two years later, Ireland has now legalized abortion paid for at taxpayer expense. https://twitter.com/LifeNewsHQ/status/1082079413087490048/photo/1",0,23,14,7,en,,,,Buffer,https://buffer.com,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:43.450612,https://twitter.com/LifeNewsHQ/statuses/1082079413087490048,,,,,https://buff.ly/2CT42VH,buff.ly,https://pbs.twimg.com/media/DwRRfcrXgAUtYvx.jpg,1082079413087490048_DwRRfcrXgAUtYvx.jpg,photo,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082020834569527303,1546808844,2019-01-06T21:07:24,RockofLifeNI,"Giannacare is available to parents in crisis pregnancy and those who are affected by abortion. Our post abortive support groups are running monthly in Dublin and Galway. Please contact us for more details
#Ireland
#WomenDeserveBetter

https://www.facebook.com/356509651747037/posts/357534744977861/",0,13,18,0,en,,,,Twitter for Android,http://twitter.com/download/android,Northern Ireland ,,,186588342,ᵁⁿᵇᵒʳⁿ ᴸⁱᵛᵉˢ ᴹᵃᵗᵗᵉʳ,0,"ɪ'ʟʟ ʜᴀᴠᴇ ᴀ ʟᴏᴛ ᴏꜰ ᴇxᴘʟᴀɪɴɪɴɢ ᴛᴏ ᴅᴏ ᴏɴ ᴊᴜᴅɢᴇᴍᴇɴᴛ ᴅᴀʏ, ʙᴜᴛ ᴠᴏᴛɪɴɢ ꜰᴏʀ ᴘᴏʟɪᴛɪᴄɪᴀɴꜱ ᴡʜᴏ ꜱᴜᴘᴘᴏʀᴛ ᴀʙᴏʀᴛɪᴏɴ ᴡᴏɴ'ᴛ ʙᴇ ᴏɴᴇ ᴏꜰ ᴛʜᴇᴍ. #RepealSection9 #VoteProlife #AE22",,https://pbs.twimg.com/profile_images/1504594149303009282/XkvXu63q_normal.jpg,37159,3763,4964,41401,22,2010-09-03T21:26:59,1283549219,scraping,1,,,,,,,,,2022-03-28T13:55:43.451298,https://twitter.com/RockofLifeNI/statuses/1082020834569527303,,,,,https://www.facebook.com/356509651747037/posts/357534744977861/,facebook.com,,,,,,ireland|womendeservebetter,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081991576216391685,1546801868,2019-01-06T19:11:08,RockofLifeNI,The first #abortion in our Lady of Lourdes hospital #Ireland is to occur first thing tomorrow morning. Priests in Drogheda have asked for prayers that the woman will have a change of heart & not go through with the procedure.Spread the word by #ProlifeIreland,,48,91,10,en,,,,Twitter for Android,http://twitter.com/download/android,Northern Ireland ,,,186588342,ᵁⁿᵇᵒʳⁿ ᴸⁱᵛᵉˢ ᴹᵃᵗᵗᵉʳ,0,"ɪ'ʟʟ ʜᴀᴠᴇ ᴀ ʟᴏᴛ ᴏꜰ ᴇxᴘʟᴀɪɴɪɴɢ ᴛᴏ ᴅᴏ ᴏɴ ᴊᴜᴅɢᴇᴍᴇɴᴛ ᴅᴀʏ, ʙᴜᴛ ᴠᴏᴛɪɴɢ ꜰᴏʀ ᴘᴏʟɪᴛɪᴄɪᴀɴꜱ ᴡʜᴏ ꜱᴜᴘᴘᴏʀᴛ ᴀʙᴏʀᴛɪᴏɴ ᴡᴏɴ'ᴛ ʙᴇ ᴏɴᴇ ᴏꜰ ᴛʜᴇᴍ. #RepealSection9 #VoteProlife #AE22",,https://pbs.twimg.com/profile_images/1504594149303009282/XkvXu63q_normal.jpg,37159,3763,4964,41401,22,2010-09-03T21:26:59,1283549219,scraping,1,,,,,,,,,2022-03-28T13:55:43.451925,https://twitter.com/RockofLifeNI/statuses/1081991576216391685,,,,,,,,,,,,abortion|ireland|prolifeireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081983520828989440,1546799948,2019-01-06T18:39:08,All4Choice,"The current charges in Ireland, e.g. €450 at @IrishFPA, for NI abortion seekers mean travel to England or safe but illegal pills online are our only option. We want @SimonHarrisTD to deliver on his promise to us. #notfreenotsafe #abortionrightsni #nooneleftbehind #FREEsafelegal",,22,30,5,en,,,,Twitter for Android,http://twitter.com/download/android,"Belfast, Northern Ireland",,,3364484080,Alliance For Choice,0,A4C campaign for free safe legal abortion in Ireland North & South. #freesafelegallocal alliancechoice4@gmail.com https://t.co/3A0OOQaE1H,https://everpress.com/shado-free-safe-legal-local,https://pbs.twimg.com/profile_images/1055053964696264704/mJIByCEC_normal.jpg,26233,13785,3295,17731,72,2015-07-07T16:53:50,1436288030,scraping,1,,,,,,,,,2022-03-28T13:55:43.452541,https://twitter.com/All4Choice/statuses/1081983520828989440,,,,,,,,,,irishfpa|simonharristd,70659481|21117425,abortionrightsni|freesafelegal|nooneleftbehind|notfreenotsafe,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081969904234962944,1546796701,2019-01-06T17:45:01,nytimes,"This week, Ireland began offering legal abortions. Protests at places offering the procedure began immediately after, setting off discussions about laws to protect those seeking abortions and the doctors providing them. https://nyti.ms/2CTaagA",0,98,355,21,en,,,,SocialFlow,http://www.socialflow.com,New York City,,,807095,The New York Times,1,News tips? Share them here: https://t.co/ghL9OoYKMM,http://www.nytimes.com/,https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png,467209,52419487,874,18877,214997,2007-03-02T20:41:42,1172868102,scraping,1,,,,,,,,,2022-03-28T13:55:43.454060,https://twitter.com/nytimes/statuses/1081969904234962944,,,,,https://nyti.ms/2CTaagA,nyti.ms,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081967648261447688,1546796163,2019-01-06T17:36:03,nytimesworld,"This week, Ireland for the first time began providing legalized and free abortion services to women. But will small protests beginning, some activists are calling for greater protections. https://nyti.ms/2CSghBJ",0,23,41,1,en,,,,SocialFlow,http://www.socialflow.com,"New York, London, Hong Kong",,,1877831,New York Times World,1,"Global news from The New York Times

Lee en español: https://t.co/le10ZtxEIP
阅读中文新闻简报: https://t.co/IIyOdYzPgn
Lisez en français: https://t.co/ooipOXGX3T",https://www.nytimes.com/international/,https://pbs.twimg.com/profile_images/966009454079684609/6rPptWsI_normal.jpg,283044,2154853,803,3301,20394,2007-03-22T13:59:49,1174571989,scraping,1,,,,,,,,,2022-03-28T13:55:43.454779,https://twitter.com/nytimesworld/statuses/1081967648261447688,,,,,https://nyti.ms/2CSghBJ,nyti.ms,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081859530747793409,1546770386,2019-01-06T10:26:26,philipoconnor,"The Catholic Far Right needs to come clean about its protests outside abortion service providers in Ireland. 
Some are saying they are exercising their democratic right, others that they want to offer women seeking healthcare alternatives. 
Their doctors will do that.",,21,92,4,en,,,,Twitter Web Client,http://twitter.com,"Stockholm, Sweden",,,33290097,Philip O'Connor,1,"Love dares you to care for the people on the edge of the night.

Journalist.",https://patreon.com/ourmaninstockholm,https://pbs.twimg.com/profile_images/1250813907071119362/NWVPkKmh_normal.jpg,154369,20568,969,1932,255,2009-04-19T19:36:43,1240169803,scraping,1,,,,,,,,,2022-03-28T13:55:43.455439,https://twitter.com/philipoconnor/statuses/1081859530747793409,,,,,,,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081822501309739008,1546761558,2019-01-06T07:59:18,CatholicHerald,"Ireland’s new abortion law ‘must be resisted’ by Catholics, says archbishop http://ow.ly/oKit30ncL9k",0,26,42,5,en,,,,Hootsuite Inc.,https://www.hootsuite.com,,,,18481779,Catholic Herald,1,"Faithful, fearless and fun: the world's best Catholic magazine, founded in 1888, loved by Chesterton, Tolkien and Waugh.",https://catholicherald.co.uk,https://pbs.twimg.com/profile_images/875650062566563841/sntH0tc9_normal.jpg,53417,90450,839,422,1303,2008-12-30T17:05:26,1230656726,scraping,1,,,,,,,,,2022-03-28T13:55:43.456023,https://twitter.com/CatholicHerald/statuses/1081822501309739008,,,,,http://ow.ly/oKit30ncL9k,ow.ly,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081762364721123328,1546747220,2019-01-06T04:00:20,LifeNewsHQ,"Ireland just legalized abortion, paid for at taxpayer expense, and forcing Christian hospitals and doctors to participate.

But pro-life people won't stop fighting for LIFE! 

@prolifecampaign #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1081762364721123328/photo/1",0,16,40,3,en,,,,Buffer,https://buffer.com,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:43.457014,https://twitter.com/LifeNewsHQ/statuses/1081762364721123328,,,,,,,https://pbs.twimg.com/media/DwMxIyNW0AAlS3x.jpg,1081762364721123328_DwMxIyNW0AAlS3x.jpg,photo,prolifecampaign,95621217,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081704671776067584,1546733465,2019-01-06T00:11:05,nytimesworld,"Ireland this week began rolling out legalized abortion services, a historic shift in a country that for decades had some of the most restrictive abortion laws in Europe. But some small scale protests have ignited calls for more protective legislation. https://nyti.ms/2FahBBC",0,17,27,2,en,,,,SocialFlow,http://www.socialflow.com,"New York, London, Hong Kong",,,1877831,New York Times World,1,"Global news from The New York Times

Lee en español: https://t.co/le10ZtxEIP
阅读中文新闻简报: https://t.co/IIyOdYzPgn
Lisez en français: https://t.co/ooipOXGX3T",https://www.nytimes.com/international/,https://pbs.twimg.com/profile_images/966009454079684609/6rPptWsI_normal.jpg,283044,2154853,803,3301,20394,2007-03-22T13:59:49,1174571989,scraping,1,,,,,,,,,2022-03-28T13:55:43.457771,https://twitter.com/nytimesworld/statuses/1081704671776067584,,,,,https://nyti.ms/2FahBBC,nyti.ms,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081692747650740224,1546730622,2019-01-05T23:23:42,meganspecia,Legal abortions began in Ireland this week with solidarity and some small protests. But right groups say more protections are needed for women and healthcare providers  https://nyti.ms/2GX37Yo?smid=nytcore-ios-share,0,90,457,22,en,,,,Twitter for iPhone,http://twitter.com/download/iphone,"London, England",,,52557443,Megan Specia,1,"Correspondent @nytimes in London, covering U.K. and Ireland. Previously @mashable, @storyful. Email me: megan.specia@nytimes.com",https://www.nytimes.com/by/megan-specia,https://pbs.twimg.com/profile_images/1023261401173950464/5QtFj8Uj_normal.jpg,16667,14457,2762,10123,485,2009-06-30T23:21:50,1246404110,scraping,1,,,,,,,,,2022-03-28T13:55:44.196502,https://twitter.com/meganspecia/statuses/1081692747650740224,,,,,https://nyti.ms/2GX37Yo?smid=nytcore-ios-share,nyti.ms,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081620095791779842,1546713301,2019-01-05T18:35:01,RewireNewsGroup,"Abortion in Ireland is now free, safe, and legal up to 12 weeks into pregnancy.

https://rewirenews.link/2Ll8OxK",0,39,115,1,en,,,,Buffer,https://buffer.com,,,,14764240,Rewire News Group,1,"Home of @AngryBlackLady Chronicles, @Hegemommy, #BoomLawyered and The Fallout 📧 https://t.co/FG2Insi2fd",http://rewirenewsgroup.com,https://pbs.twimg.com/profile_images/1443242471471947781/XYrwIq24_normal.jpg,97894,83815,3211,28374,2294,2008-05-13T20:35:15,1210710915,scraping,1,,,,,,,,,2022-03-28T13:55:44.198775,https://twitter.com/RewireNewsGroup/statuses/1081620095791779842,,,,,https://rewirenews.link/2Ll8OxK,rewirenews.link,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081579648365023232,1546703657,2019-01-05T15:54:17,BuzzFeedNews,The UK's health secretary has been accused of treating women in Northern Ireland like “second class UK citizens” as they become the only people in the UK who must attend a clinic to access the abortion pill https://www.buzzfeed.com/laurasilver/nrothern-ireland-abortion-pill-department-health-guidelines?bftwnews&utm_term=4ldqpgc#4ldqpgc,0,13,17,1,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,,,,1020058453,BuzzFeed News,1,"Got something that needs 👀? Send us tips here: 
 https://t.co/DLxLgeEYzq. Support our reporting: https://t.co/Dd5TqEPQEb",https://www.buzzfeednews.com,https://pbs.twimg.com/profile_images/1311151611427856387/U6JC4Hw0_normal.png,206114,1404116,4767,2514,11946,2012-12-18T15:46:37,1355845597,scraping,1,,,,,,,,,2022-03-28T13:55:44.200938,https://twitter.com/BuzzFeedNews/statuses/1081579648365023232,,,,,https://www.buzzfeed.com/laurasilver/nrothern-ireland-abortion-pill-department-health-guidelines?bftwnews#4ldqpgc,buzzfeed.com,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081578209311768578,1546703314,2019-01-05T15:48:34,LifeNewsHQ,"Ireland just legalized abortion, paid for at taxpayer expense, and forcing Christian hospitals and doctors to participate.

But pro-life people won't stop fighting for LIFE! 

@prolifecampaign #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1081578209311768578/photo/1",0,20,46,2,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:44.202225,https://twitter.com/LifeNewsHQ/statuses/1081578209311768578,,,,,,,https://pbs.twimg.com/media/DwKJjiMVAAAfuFn.jpg,1081578209311768578_DwKJjiMVAAAfuFn.jpg,photo,prolifecampaign,95621217,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081572136358215682,1546701866,2019-01-05T15:24:26,RorateCaeli,"Ireland: ""Abortion is the final nail in our old identity’s coffin. Who are we now?""

English.

https://www.irishexaminer.com/breakingnews/views/columnists/gerard-howlin/abortion-is-the-final-nail-in-our-old-identitys-coffin-who-are-we-now-895034.html",0,38,94,15,en,,,,Twitter Web Client,http://twitter.com,Omnipresent,,,165885247,Rorate Caeli,0,"Twitter home of the traditional Catholic blog. We pray for the hierarchical Church. RTs ≠ endorsements. | “Wise as serpents, gentle as doves.”",http://rorate-caeli.blogspot.com,https://pbs.twimg.com/profile_images/1347833006891933696/ijSTYJ_V_normal.jpg,64118,27164,110,91088,330,2010-07-12T20:01:20,1278964880,scraping,1,,,,,,,,,2022-03-28T13:55:44.204265,https://twitter.com/RorateCaeli/statuses/1081572136358215682,,,,,https://www.irishexaminer.com/breakingnews/views/columnists/gerard-howlin/abortion-is-the-final-nail-in-our-old-identitys-coffin-who-are-we-now-895034.html,irishexaminer.com,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081539657211539456,1546694122,2019-01-05T13:15:22,maraclarke,"“Any person who can get an abortion in Ireland without having to get on a plane or a boat is a victory, but this law is going to leave a lot of people behind,” says me, on behalf of @AbortionSupport https://reut.rs/2AuWTcB",0,12,24,1,en,,,,Twitter Web Client,http://twitter.com,"England, United Kingdom",,,25466744,Mara Clarke,0,Founder of @AbortionSupport. Member of #AbortionWithoutBorders/ #AborcjaBezGranic. Often powered by rage. Happy to help. https://t.co/bzCkZctRXC,http://www.asn.org.uk,https://pbs.twimg.com/profile_images/1016794582963703808/uqrl_q_-_normal.jpg,15013,4958,3025,24179,87,2009-03-20T05:30:19,1237527019,scraping,1,,,,,,,,,2022-03-28T13:55:44.205125,https://twitter.com/maraclarke/statuses/1081539657211539456,,,,,https://reut.rs/2AuWTcB,reut.rs,,,,abortionsupport,50308435,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081522603511169024,1546690057,2019-01-05T12:07:37,declanganley,"Abortion providers are going to be protested & picketed in Ireland, it happens in other democracies it will happen here & it will intensify. It is a democratic right to protest, picket & strike. All of these things will happen. If you want to ban it, you're no democrat.",,79,311,112,en,,,,Twitter Web App,https://mobile.twitter.com,Galway,,,22396466,Declan Ganley 🇭🇰🇺🇦,0,"Entrepreneur, Patented Inventor, Chairman & CEO @RivadaNetworks. Tweets in personal capacity.",http://www.rivada.com,https://pbs.twimg.com/profile_images/1066054256065740800/84hXiqwl_normal.jpg,64589,21416,595,22882,309,2009-03-01T19:34:31,1235936071,scraping,1,,,,,,,,,2022-03-28T13:55:44.205928,https://twitter.com/declanganley/statuses/1081522603511169024,,,,,,,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081510473848311808,1546687165,2019-01-05T11:19:25,Lawyers4Choice,Need Abortion Ireland @needabortionire have decided to stop providing their services. They are some of the unsung heroes of the struggle for abortion rights. The new law criminalises much of the kind of work needed to ensure equitable abortion access. Solidarity to them.,,22,83,1,en,,,,Twitter Web Client,http://twitter.com,Ireland,,,2599855538,Lawyers for Choice,0,We work to improve public understanding of Irish abortion law and reproductive justice. We #repealedthe8th but our work continues. E: lawyers4choice@gmail.com,https://lawyers4choice.ie,https://pbs.twimg.com/profile_images/912977491387707392/TtWW1CHD_normal.jpg,18367,9293,1168,2800,74,2014-07-02T13:24:51,1404307491,scraping,1,,,,,,,,,2022-03-28T13:55:44.206709,https://twitter.com/Lawyers4Choice/statuses/1081510473848311808,,,,,,,,,,needabortionire,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081480216810348544,1546679951,2019-01-05T09:19:11,SimonHarrisTD,"This week saw introduction of new abortion services in Ireland. Whilst it takes time for services to embed, we now have:
http://MyOptions.ie -providing info on all options ✅
24/7 helpline -1800828010 ✅
More GPs signing up to provide the service -200 now ✅.              1/2",0,43,112,16,en,,,,Twitter for iPhone,http://twitter.com/download/iphone,Co. Wicklow,,,21117425,Simon Harris TD,1,"Minister for Further & Higher Education, Research, Innovation & Science in the Irish Government. Wicklow Fine Gael TD.",http://www.instagram.com/SimonHarrisTD,https://pbs.twimg.com/profile_images/1476434492487262209/ME8Rzwhb_normal.jpg,22251,229167,1024,36386,615,2009-02-17T18:58:49,1234897129,scraping,1,,,,,,,,,2022-03-28T13:55:44.207631,https://twitter.com/SimonHarrisTD/statuses/1081480216810348544,IE,"Wicklow, Ireland",city,"[[-6.791799, 52.682057], [-5.9988317, 52.682057], [-5.9988317, 53.2338548], [-6.791799, 53.2338548]]",http://myoptions.ie,myoptions.ie,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081261734671728640,1546627861,2019-01-04T18:51:01,LifeNewsHQ,Irish Pro-Lifers Protest at Abortion Clinics as First Babies Die in Abortions http://bit.ly/2R7eMs9 #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1081261734671728640/photo/1,0,14,37,2,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:44.208761,https://twitter.com/LifeNewsHQ/statuses/1081261734671728640,,,,,http://bit.ly/2R7eMs9,bit.ly,https://pbs.twimg.com/media/DwFpyAJUwAA5ZF8.jpg,1081261734671728640_DwFpyAJUwAA5ZF8.jpg,photo,,,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081217330061983744,1546617274,2019-01-04T15:54:34,maireadenright,"So the need for an abortion fund - a domestic @AbortionSupport - is abundantly clear. If women are travelling these distances for hospital care and multiple appointments, they will need bus fares and a place to stay. @merj_ireland. Still on the abortion trail. « maireadenright: That would be the Waterford that is almost 5 hours by bus from Killarney... And the Healy-Rae brothers, presumably, won't give you a lift on the hip replacement bus. Great. https://t.co/cpjPBud0aY — https://twitter.com/maireadenright/status/1081216443943972864 »",0,21,53,5,en,,,,Twitter Web Client,http://twitter.com,"Birmingham, England",,,6312782,Mairead Enright,0,"Legal academic, Irish, aiteach, writing about repro justice, law & art, feminism, 'historical' injustice. RTs/likes are not endorsements. Views my own. She/her",,https://pbs.twimg.com/profile_images/1312441124724903936/FZGe5SoN_normal.jpg,27146,13651,5003,99030,103,2007-05-25T12:23:44,1180095824,scraping,1,,,,,1081216443943972864,maireadenright,6312782,1546617062,2022-03-28T13:55:44.209970,https://twitter.com/maireadenright/statuses/1081217330061983744,,,,,https://t.co/cpjPBud0aY|https://twitter.com/maireadenright/status/1081216443943972864,t.co|twitter.com,,,,abortionsupport|merj_ireland,50308435|970658893364912129,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081134700465410048,1546597573,2019-01-04T10:26:13,DrCollins10,Thanks to those representing the media who are contacting me for requests. I won't be co-operating with the media about our efforts to peacefully raise awareness relating to abortion in Galway City. It was a success. The media facilitated this unjust law coming into Ireland. Slán,,33,101,12,en,,,,Twitter for Android,http://twitter.com/download/android,Ireland,,,1410126361,Walk Tall,0,Put God First.,,https://pbs.twimg.com/profile_images/1000871832331878402/egJ06432_normal.jpg,60682,3314,3033,42634,35,2013-05-07T12:16:16,1367928976,scraping,1,,,,,,,,,2022-03-28T13:55:44.210616,https://twitter.com/DrCollins10/statuses/1081134700465410048,,,,,,,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1081098896795947008,1546589037,2019-01-04T08:03:57,Irishprolifer,"From @Nurses4lifeIrl

Some of the thousands of babies who won't make it out of the womb alive in 2019 in Ireland #SimonHarris #ChooseLife #Ireland #Abortion #FreedomofConscience https://twitter.com/Irishprolifer/status/1081098896795947008/photo/1",0,12,12,1,en,,,,Twitter for Android,http://twitter.com/download/android,Belgium,,,932100956,𝕻𝖗𝖔𝖑𝖎𝖋𝖊🙏𝕴𝖗𝖊𝖑𝖆𝖓𝖉,0,"#Catholic✝🙏🕊 #Prolife 👣 #Irish 🇮🇪 #Mum to boys #ProBaby🍼#ProFamily 
#Breastcancersurvivor 
#NoahsArmy💙

Views my own; 
RT is not an endorsement",,https://pbs.twimg.com/profile_images/1507102328033263624/MYZ7c9bw_normal.jpg,126003,7295,8013,131551,63,2012-11-07T13:50:52,1352296252,scraping,1,,,,,,,,,2022-03-28T13:55:44.211555,https://twitter.com/Irishprolifer/statuses/1081098896795947008,,,,,,,https://pbs.twimg.com/media/DwDVtxeW0AE3UKO.jpg,1081098896795947008_DwDVtxeW0AE3UKO.jpg,photo,nurses4lifeirl,965258232754311169,abortion|chooselife|freedomofconscience|ireland|simonharris,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1080905405675450368,1546542905,2019-01-03T19:15:05,RewireNewsGroup,"Abortion in Ireland is now free, safe, and legal up to 12 weeks into pregnancy.

https://rewirenews.link/2Ll8OxK",0,35,54,0,en,,,,Buffer,https://buffer.com,,,,14764240,Rewire News Group,1,"Home of @AngryBlackLady Chronicles, @Hegemommy, #BoomLawyered and The Fallout 📧 https://t.co/FG2Insi2fd",http://rewirenewsgroup.com,https://pbs.twimg.com/profile_images/1443242471471947781/XYrwIq24_normal.jpg,97894,83815,3211,28374,2294,2008-05-13T20:35:15,1210710915,scraping,1,,,,,,,,,2022-03-28T13:55:44.212203,https://twitter.com/RewireNewsGroup/statuses/1080905405675450368,,,,,https://rewirenews.link/2Ll8OxK,rewirenews.link,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1080876743857225728,1546536072,2019-01-03T17:21:12,PaulTyredagh81,"I’m noticing a correlation of anti-abortion,anti-immigration,white supremacist,homophobic,anti-women, right wing accounts from the island of Ireland,masquerading as “Republican/Nationalist” & “Loyalist/Unionist”. A strange coalition that has a fascist whiff.🤔",,16,105,21,en,,,,Twitter for iPad,http://twitter.com/#!/download/ipad,Tyredagh,,,394030725,Paul Patrick,0,"Latin-America.Ireland.Britain.Never Forget.No Pasaran.Hasta la Victoria Siempre.If you are sectarian/bigoted/racist,don't follow me.Blocked by Nolan!",,https://pbs.twimg.com/profile_images/3707398041/353868c991308c085627a97761d91946_normal.jpeg,464319,11001,3287,352978,159,2011-10-19T13:30:36,1319031036,scraping,1,,,,,,,,,2022-03-28T13:55:44.212779,https://twitter.com/PaulTyredagh81/statuses/1080876743857225728,,,,,,,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1080865415956439042,1546533371,2019-01-03T16:36:11,AnnaCafolla,"anti-choicers in Ireland have set up a fake website to fool people trying to access abortion services, full of despicable lies https://www.myoptions.website

Contact your local TD and report the website to Wix here: https://support.wix.com/en/article/identifying-and-reporting-a-phishing-site

The REAL number is 1800 828 010 https://twitter.com/AnnaCafolla/status/1080865415956439042/photo/1",0,9,8,2,en,,,,Twitter Web Client,http://twitter.com,Belfast,,,75830277,Anna Cafolla,1,culture writing + complaining @dazed @anothermagazine @tribunemagazine @guardian @prospect_uk @newstatesman. sí/í + she/her. gmail: annacafolla93,,https://pbs.twimg.com/profile_images/1477384109538295810/aSqP-AVy_normal.jpg,13116,15228,1387,43446,78,2009-09-20T17:16:55,1253467015,scraping,1,,,,,,,,,2022-03-28T13:55:44.214613,https://twitter.com/AnnaCafolla/statuses/1080865415956439042,,,,,https://support.wix.com/en/article/identifying-and-reporting-a-phishing-site|https://www.myoptions.website,support.wix.com|myoptions.website,https://pbs.twimg.com/media/DwABBUIXgAIDpvu.jpg|https://pbs.twimg.com/media/DwABBUIXgAAtskt.jpg|https://pbs.twimg.com/media/DwABJ7tX4AAl6iv.jpg,1080865415956439042_DwABBUIXgAIDpvu.jpg|1080865415956439042_DwABBUIXgAAtskt.jpg|1080865415956439042_DwABJ7tX4AAl6iv.jpg,photo|photo|photo,,,,,,
